,stockNumber,year,make,model,body,trim,features,exteriorColor,vehicleSize,types
30,21241121,2016,Ford,Fusion,4D Sedan,Titanium,"['Automatic Transmission', 'Air Conditioning', 'ABS Brakes', 'Leather Seats', 'Cruise Control', 'Memory Seat(s)', 'Power Locks', 'Auxiliary Audio Input', 'Power Seat(s)', 'Sunroof(s)', 'Alloy Wheels', 'Rear View Camera', 'Rear Spoiler', 'Overhead Airbags', 'Power Mirrors', 'Parking Sensors', 'Rear Defroster', 'CD Audio', 'Remote Start', 'Sync System', 'Side Airbags', 'Bluetooth Technology', 'Smart Key', 'Turbo Charged Engine', 'Satellite Radio Ready', 'Front Seat Heaters', 'AM/FM Stereo', 'Power Windows', 'Traction Control', 'SiriusXM Trial Available', 'Premium Sound']",White,Mid-size,['Sedans']
31,21514853,2018,Jeep,Compass,4D Sport Utility,Latitude,"['Power Locks', 'Rear Defroster', 'Automatic Transmission', 'ABS Brakes', 'Alloy Wheels', 'Power Mirrors', 'Air Conditioning', 'Satellite Radio Ready', 'Traction Control', 'Overhead Airbags', 'Android Auto', 'Remote Start', 'Rear View Camera', 'Auxiliary Audio Input', 'Bluetooth Technology', 'Power Windows', 'Smart Key', 'Side Airbags', 'AM/FM Stereo', 'Leatherette & Cloth', 'Cruise Control', 'Power Seat(s)', 'SiriusXM Trial Available']",White,Compact,"['Crossovers', 'Sport Utilities']"
32,21514509,2021,Audi,A5,4D Hatchback,Premium,"['Air Conditioning', 'Power Windows', 'Leather Seats', 'Turbo Charged Engine', 'Cruise Control', 'AM/FM Stereo', 'Power Locks', 'Front Seat Heaters', 'Memory Seat(s)', 'Rear Defroster', 'Alloy Wheels', 'Traction Control', 'Lane Departure Warning', 'Parking Sensors', 'Panoramic Sunroof', 'ABS Brakes', 'Satellite Radio Ready', 'Overhead Airbags', 'Smart Key', 'Rear View Camera', 'Auxiliary Audio Input', 'Side Airbags', 'Power Hatch/Deck Lid', 'Apple CarPlay', 'Power Seat(s)', 'Power Mirrors', '4WD/AWD', 'Bluetooth Technology', 'Automatic Transmission', 'SiriusXM Trial Available', 'Blind Spot Monitor', 'Heated Steering Wheel', 'Android Auto', 'Sunroof(s)']",White,Mid-size,[]
33,21529638,2020,Toyota,Camry,4D Sedan,SE,"['Power Locks', 'Sunroof(s)', 'Traction Control', 'Side Airbags', 'Power Mirrors', 'Bluetooth Technology', 'Lane Departure Warning', 'Leatherette & Cloth', 'Power Windows', 'Auxiliary Audio Input', 'Air Conditioning', 'Apple CarPlay', 'Alloy Wheels', 'Rear View Camera', 'Satellite Radio Ready', 'Power Seat(s)', 'ABS Brakes', 'Android Auto', 'Overhead Airbags', 'Automatic Transmission', 'Rear Spoiler', 'Automated Cruise Control', 'AM/FM Stereo', 'Leatherette Seats', 'Rear Defroster', 'SiriusXM Trial Available']",White,Mid-size,['Sedans']
34,21687751,2019,Toyota,Tacoma,4D Crew Cab,SR,"['Auxiliary Audio Input', 'Power Mirrors', 'Tow Hitch', 'Traction Control', 'Power Locks', 'Running Boards', 'Power Windows', 'Automatic Transmission', 'Entune', 'Automated Cruise Control', 'Bluetooth Technology', 'Overhead Airbags', 'Bed Liner', 'AM/FM Stereo', 'Side Airbags', 'Lane Departure Warning', 'CD Audio', 'ABS Brakes', 'Air Conditioning', 'Cloth Seats', 'Rear View Camera']",Gray,Mid-size,['Pickup Trucks']
35,21652327,2020,Toyota,Tacoma,4D Crew Cab,TRD Off Road,"['Power Windows', 'Air Conditioning', 'Auxiliary Audio Input', 'ABS Brakes', 'Power Locks', 'Sunroof(s)', 'Front Seat Heaters', 'Traction Control', 'AM/FM Stereo', 'Tow Hitch', 'Side Airbags', 'Navigation System', 'Automatic Transmission', 'Technology Package', 'Parking Sensors', 'Alloy Wheels', 'Overhead Airbags', 'Lane Departure Warning', 'Smart Key', 'Android Auto', 'Bluetooth Technology', 'Leather Seats', 'Automated Cruise Control', 'Apple CarPlay', 'Power Mirrors', 'Blind Spot Monitor', 'Satellite Radio Ready', '4WD/AWD', 'Premium Package', 'Rear View Camera', 'SiriusXM Trial Available', 'Premium Sound']",Gray,Mid-size,['Pickup Trucks']
36,21371671,2020,Lexus,RX 350,4D Sport Utility,F-Sport,"['Power Windows', 'Power Locks', 'Air Conditioning', 'AM/FM Stereo', 'ABS Brakes', '4WD/AWD', 'Front Seat Heaters', 'Automated Cruise Control', 'CD Audio', 'Auxiliary Audio Input', 'Side Airbags', 'Navigation System', 'Power Mirrors', 'Memory Seat(s)', 'Rear View Camera', 'Automatic Transmission', 'Traction Control', '20 Inch Plus Wheels', 'Power Hatch/Deck Lid', 'Lane Departure Warning', 'Parking Sensors', 'Overhead Airbags', 'Power Seat(s)', 'Apple CarPlay', 'Bluetooth Technology', 'Blind Spot Monitor', 'Android Auto', 'F-Sport Package', 'Leatherette Seats', 'Alloy Wheels', 'Smart Key', 'Rear Defroster', 'A/C Seat(s)', 'SiriusXM Trial Available']",Black,Mid-size,"['Crossovers', 'Luxury Vehicles', 'Sport Utilities']"
37,21302535,2016,BMW,X6,4D Sport Utility,XDrive35i,"['Power Locks', 'Rear Air Conditioning', 'Sunroof(s)', 'CD Audio', 'Rear Defroster', 'Auxiliary Audio Input', 'Power Hatch/Deck Lid', 'Power Windows', 'Power Mirrors', '4WD/AWD', 'Traction Control', 'Turbo Charged Engine', 'Air Conditioning', 'Overhead Airbags', 'Memory Seat(s)', 'Power Seat(s)', 'Leather Seats', 'Front Seat Heaters', 'Automatic Transmission', 'ABS Brakes', 'Run Flat Tires', '20 Inch Plus Wheels', 'Rear View Camera', 'Bluetooth Technology', 'Alloy Wheels', 'Navigation System', 'Side Airbags', 'Parking Sensors', 'AM/FM Stereo', 'Cruise Control', 'SiriusXM Trial Available', 'Premium Sound']",Black,Mid-size,"['Luxury Vehicles', 'Sport Utilities']"
38,21514035,2021,Toyota,Camry,4D Sedan,LE,"['Power Locks', 'Power Windows', 'Automatic Transmission', 'Auxiliary Audio Input', 'Power Seat(s)', 'Side Airbags', 'Rear View Camera', 'Automated Cruise Control', 'Alloy Wheels', 'Cloth Seats', 'Air Conditioning', 'ABS Brakes', 'Power Mirrors', 'Android Auto', 'AM/FM Stereo', 'Satellite Radio Ready', 'Apple CarPlay', 'Traction Control', 'Lane Departure Warning', 'Rear Defroster', 'Overhead Airbags', 'Bluetooth Technology', 'SiriusXM Trial Available']",Blue,Mid-size,['Sedans']
39,21295352,2017,Volkswagen,Passat,4D Sedan,SE,"['AM/FM Stereo', 'CD Audio', 'Power Locks', 'Automated Cruise Control', 'Air Conditioning', 'Front Seat Heaters', 'Auxiliary Audio Input', 'Side Airbags', 'Sunroof(s)', 'Blind Spot Monitor', 'Smart Key', 'Power Windows', 'Rear Defroster', 'Rear Seat Heaters', 'Leatherette Seats', 'Power Mirrors', 'Power Seat(s)', 'Turbo Charged Engine', 'Parking Sensors', 'Overhead Airbags', 'Bluetooth Technology', 'Navigation System', 'Satellite Radio Ready', 'Traction Control', 'Alloy Wheels', 'Rear View Camera', 'Automatic Transmission', 'Remote Start', 'ABS Brakes', 'SiriusXM Trial Available']",Silver,Mid-size,['Sedans']
40,21652151,2016,Nissan,Maxima,4D Sedan,S,"['Power Windows', 'Power Locks', 'Rear Spoiler', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Side Airbags', 'Remote Start', 'Cruise Control', 'Traction Control', 'Power Mirrors', 'Rear View Camera', 'Cloth Seats', 'ABS Brakes', 'Rear Defroster', 'Overhead Airbags', 'Satellite Radio Ready', 'Automatic Transmission', 'Power Seat(s)', 'Bluetooth Technology', 'Navigation System', 'CD Audio', 'Alloy Wheels', 'Air Conditioning', 'Smart Key', 'SiriusXM Trial Available']",White,Mid-size,['Sedans']
41,21515063,2018,Jeep,Compass,4D Sport Utility,Sport,"['Power Locks', 'AM/FM Stereo', 'Air Conditioning', 'Cloth Seats', 'Automatic Transmission', 'Auxiliary Audio Input', 'Traction Control', 'Front Seat Heaters', 'Cruise Control', '4WD/AWD', 'Power Mirrors', 'Rear View Camera', 'Rear Defroster', 'Alloy Wheels', 'ABS Brakes', 'Power Windows', 'Android Auto', 'Bluetooth Technology', 'Side Airbags', 'Heated Steering Wheel', 'Overhead Airbags']",Black,Compact,"['Crossovers', 'Sport Utilities']"
42,20857725,2018,Buick,LaCrosse,4D Sedan,Premium,"['Cruise Control', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Power Windows', 'Leather Seats', 'Front Seat Heaters', 'Memory Seat(s)', 'Power Locks', 'Satellite Radio Ready', 'Air Conditioning', 'A/C Seat(s)', 'Power Mirrors', 'Parking Sensors', 'Heated Steering Wheel', 'Bluetooth Technology', 'Smart Key', 'Seat Massagers', 'Rear Defroster', 'Remote Start', 'Power Seat(s)', 'ABS Brakes', 'Lane Departure Warning', 'Apple CarPlay', 'Overhead Airbags', '4WD/AWD', 'Side Airbags', 'Head Up Display', 'Rear View Camera', 'Android Auto', 'Automatic Transmission', 'Traction Control', 'Navigation System', 'Blind Spot Monitor', 'Alloy Wheels', 'SiriusXM Trial Available', 'Premium Sound']",Black,Full-size,['Sedans']
43,21515088,2021,Lexus,ES 300h,4D Sedan,,"['Power Windows', 'Rear Defroster', 'Automated Cruise Control', 'ABS Brakes', 'AM/FM Stereo', 'A/C Seat(s)', 'Power Locks', 'Memory Seat(s)', 'Power Mirrors', 'Overhead Airbags', 'Automatic Transmission', 'Sunroof(s)', 'Traction Control', 'Leatherette Seats', 'Lane Departure Warning', 'Apple CarPlay', 'Parking Sensors', 'Rear View Camera', 'Blind Spot Monitor', 'Alloy Wheels', 'Android Auto', 'Rear Spoiler', 'Power Seat(s)', 'Auxiliary Audio Input', 'Front Seat Heaters', 'CD Audio', 'Bluetooth Technology', 'Smart Key', 'Air Conditioning', 'Side Airbags', 'SiriusXM Trial Available', 'Premium Package']",White,Mid-size,"['Hybrids', 'Sedans']"
44,20680912,2019,Lincoln,Nautilus,4D Sport Utility,Reserve,"['AM/FM Stereo', 'Auxiliary Audio Input', 'Rear Defroster', 'Automated Cruise Control', 'Power Locks', 'Rear Seat Heaters', 'Power Mirrors', 'Panoramic Sunroof', 'Air Conditioning', 'Alloy Wheels', 'Technology Package', '20 Inch Plus Wheels', 'Power Hatch/Deck Lid', 'Driver Assistance Package', 'Traction Control', 'Leather Seats', 'Lane Departure Warning', 'Power Seat(s)', 'Automated Parking', 'Blind Spot Monitor', 'Heated Steering Wheel', 'Turbo Charged Engine', 'Overhead Airbags', 'Memory Seat(s)', 'A/C Seat(s)', 'Remote Start', 'Bluetooth Technology', 'Smart Key', 'Power Windows', 'Ultimate Package', 'Navigation System', 'Parking Sensors', 'Sync System', 'Satellite Radio Ready', 'Side Airbags', 'Front Seat Heaters', 'Automatic Transmission', 'Rear View Camera', 'ABS Brakes', 'CD Audio', 'SiriusXM Trial Available', 'Sunroof(s)']",Black,,['Sport Utilities']
45,21431836,2018,Nissan,Altima,4D Sedan,SR,"['Front Seat Heaters', 'Side Airbags', 'Smart Key', 'Auxiliary Audio Input', 'Special Edition', 'Navigation System', 'Power Locks', 'Rear View Camera', 'Power Windows', 'Overhead Airbags', 'Automatic Transmission', 'Leather Seats', 'Bluetooth Technology', 'Traction Control', 'Remote Start', 'Air Conditioning', 'CD Audio', 'Rear Defroster', 'Alloy Wheels', 'Power Seat(s)', 'AM/FM Stereo', 'ABS Brakes', 'Cruise Control', 'Power Mirrors', 'SiriusXM Trial Available', 'Rear Spoiler']",White,Mid-size,['Sedans']
46,21370546,2018,Porsche,Macan,4D Sport Utility,,"['Panoramic Sunroof', 'AM/FM Stereo', 'Auxiliary Audio Input', 'CD Audio', 'Rear Air Conditioning', 'Power Windows', 'Power Seat(s)', 'ABS Brakes', 'Automatic Transmission', '4WD/AWD', 'Air Conditioning', 'Rear Seat Heaters', 'Cruise Control', 'Power Locks', 'Power Mirrors', 'Navigation System', 'Front Seat Heaters', 'Bluetooth Technology', 'Satellite Radio Ready', '20 Inch Plus Wheels', 'Rear View Camera', 'Blind Spot Monitor', 'Leatherette & Cloth', 'Premium Package', 'Smart Key', 'Sport Design Edition', 'Traction Control', 'Rear Defroster', 'Power Hatch/Deck Lid', 'Turbo Charged Engine', 'Alloy Wheels', 'Adjustable Suspension', 'Overhead Airbags', 'Parking Sensors', 'Side Airbags', 'Apple CarPlay', 'SiriusXM Trial Available', 'Premium Sound', 'Sunroof(s)']",Black,Compact,"['Crossovers', 'Luxury Vehicles', 'Sport Utilities']"
47,21514025,2019,Toyota,Camry,4D Sedan,XSE,"['Power Locks', 'Satellite Radio Ready', 'Air Conditioning', 'Front Seat Heaters', 'Leather Seats', 'Traction Control', 'AM/FM Stereo', 'Automatic Transmission', 'ABS Brakes', 'Alloy Wheels', 'Rear Spoiler', 'Bluetooth Technology', 'Entune', 'Smart Key', 'Blind Spot Monitor', 'Automated Cruise Control', 'Rear Defroster', 'Lane Departure Warning', 'Auxiliary Audio Input', 'Power Windows', 'Apple CarPlay', 'Rear View Camera', 'Overhead Airbags', 'Side Airbags', 'CD Audio', 'Power Seat(s)', 'Power Mirrors', 'SiriusXM Trial Available']",Black,Mid-size,['Sedans']
48,21241493,2020,Volvo,S90,4D Sedan,T6 Momentum,"['4WD/AWD', 'Rear Defroster', 'Alloy Wheels', 'Power Locks', 'Power Windows', 'Android Auto', 'Power Seat(s)', 'Memory Seat(s)', 'ABS Brakes', 'Smart Key', 'Bluetooth Technology', 'Panoramic Sunroof', 'Lane Departure Warning', 'Satellite Radio Ready', 'Leather Seats', 'AM/FM Stereo', 'Overhead Airbags', 'Power Mirrors', 'Traction Control', 'Turbo/Supercharged Engine', 'Rear Seat Heaters', 'Front Seat Heaters', 'Side Airbags', 'Automatic Transmission', 'Rear Sunshade', 'Power Hatch/Deck Lid', 'Remote Start', 'Rear View Camera', 'Navigation System', 'Apple CarPlay', 'Air Conditioning', 'Parking Sensors', 'Blind Spot Monitor', 'Auxiliary Audio Input', 'Automated Cruise Control', 'SiriusXM Trial Available', 'Sunroof(s)']",Black,Full-size,"['Luxury Vehicles', 'Sedans']"
49,21622878,2020,Lexus,IS 300,4D Sedan,,"['Power Windows', 'Air Conditioning', 'CD Audio', 'ABS Brakes', 'Power Seat(s)', 'Automatic Transmission', 'Sunroof(s)', 'Power Locks', 'Traction Control', 'Auxiliary Audio Input', 'Power Mirrors', 'AM/FM Stereo', 'Alloy Wheels', 'Rear Defroster', 'Turbo Charged Engine', 'Rear View Camera', 'Overhead Airbags', 'Blind Spot Monitor', 'Leatherette Seats', 'Lane Departure Warning', 'Bluetooth Technology', 'Smart Key', 'Side Airbags', 'Automated Cruise Control', 'SiriusXM Trial Available']",Gray,Mid-size,"['Luxury Vehicles', 'Sedans']"
50,20852005,2019,Ram,1500,4D Crew Cab,Bighorn,"['Power Locks', 'Power Windows', 'Air Conditioning', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Rear Defroster', 'Cloth Seats', 'Cruise Control', 'Power Seat(s)', '20 Inch Plus Wheels', 'Alloy Wheels', 'Automatic Transmission', 'Tow Hitch', 'Overhead Airbags', 'Satellite Radio Ready', 'Rear View Camera', 'Smart Key', 'Remote Start', 'Side Airbags', 'Bluetooth Technology', '4WD/AWD', 'Parking Sensors', 'Front Seat Heaters', 'ABS Brakes', 'Power Mirrors', 'Running Boards', 'Traction Control', 'Apple CarPlay', 'Bed Liner', 'SiriusXM Trial Available']",Black,,['Pickup Trucks']
51,21339362,2019,Volkswagen,Jetta,4D Sedan,S,"['Alloy Wheels', 'Android Auto', 'Power Mirrors', 'Air Conditioning', 'ABS Brakes', 'Auxiliary Audio Input', 'Side Airbags', 'Turbo Charged Engine', 'Bluetooth Technology', 'Cruise Control', 'Driver Assistance Package', 'Rear View Camera', 'Cloth Seats', 'Traction Control', 'Blind Spot Monitor', 'Apple CarPlay', 'Automatic Transmission', 'Power Windows', 'Rear Defroster', 'Overhead Airbags', 'Power Locks', 'AM/FM Stereo']",White,Mid-size,['Sedans']
52,21358880,2019,Ford,Fiesta,4D Hatchback,SE,"['ABS Brakes', 'Traction Control', 'Power Windows', 'Power Locks', 'Auxiliary Audio Input', 'Android Auto', 'Cloth Seats', 'Satellite Radio Ready', 'Cruise Control', 'CD Audio', 'Rear View Camera', 'AM/FM Stereo', 'Sync System', 'Side Airbags', 'Automatic Transmission', 'Overhead Airbags', 'Air Conditioning', 'Alloy Wheels', 'Rear Spoiler', 'Apple CarPlay', 'Bluetooth Technology', 'Rear Defroster', 'Power Mirrors', 'SiriusXM Trial Available']",White,Compact,['Sedans']
53,21295166,2017,Hyundai,Accent,4D Sedan,Value Edition,"['Auxiliary Audio Input', 'Power Windows', 'Power Locks', 'Air Conditioning', 'Traction Control', 'Cloth Seats', 'Rear Defroster', 'CD Audio', 'Alloy Wheels', 'AM/FM Stereo', 'Automatic Transmission', 'ABS Brakes', 'Satellite Radio Ready', 'Power Mirrors', 'Side Airbags', 'Overhead Airbags', 'Bluetooth Technology', 'Cruise Control', 'SiriusXM Trial Available']",Red,Compact,['Sedans']
54,20994359,2015,Kia,Soul,4D Wagon,,"['Power Locks', 'AM/FM Stereo', 'Air Conditioning', 'Cloth Seats', 'Traction Control', 'Overhead Airbags', 'Side Airbags', 'Rear Defroster', 'Power Mirrors', 'Automatic Transmission', 'ABS Brakes', 'Auxiliary Audio Input', 'Power Windows', 'SiriusXM Trial Available', 'Cruise Control', 'Satellite Radio Ready', 'Alloy Wheels', 'Bluetooth Technology']",Silver,Compact,"['Sport Utilities', 'Wagons']"
55,21295238,2019,Ford,F150,4D Crew Cab,XLT,"['Bed Liner', 'AM/FM Stereo', 'ABS Brakes', 'Rear Defroster', 'Auxiliary Audio Input', 'Traction Control', 'Power Seat(s)', 'Bed Cover', 'Cloth Seats', 'Air Conditioning', 'Android Auto', 'Tow Hitch', 'Rear View Camera', 'Power Mirrors', 'Side Airbags', 'Sync System', 'Overhead Airbags', '4WD/AWD', 'Remote Start', 'Power Windows', 'FX4 Package', 'Bluetooth Technology', 'Apple CarPlay', 'Automatic Transmission', 'Alloy Wheels', 'Satellite Radio Ready', 'Power Locks', 'Cruise Control', 'SiriusXM Trial Available']",White,Full-size,['Pickup Trucks']
56,21513784,2017,Lexus,NX 200t,4D Sport Utility,,"['Rear Defroster', 'AM/FM Stereo', 'Premium Package', 'ABS Brakes', 'A/C Seat(s)', 'Navigation System', 'Heated Steering Wheel', 'Cruise Control', 'Power Hatch/Deck Lid', 'Traction Control', 'Leatherette Seats', 'Side Airbags', 'Bluetooth Technology', 'CD Audio', 'Air Conditioning', 'Alloy Wheels', 'Satellite Radio Ready', 'Power Windows', 'Overhead Airbags', 'Sunroof(s)', 'Power Locks', 'Auxiliary Audio Input', 'Parking Sensors', 'Automatic Transmission', 'Turbo Charged Engine', 'Memory Seat(s)', 'Blind Spot Monitor', 'Power Seat(s)', 'Front Seat Heaters', 'Power Mirrors', 'Smart Key', 'Rear View Camera', 'SiriusXM Trial Available']",Red,,['Sport Utilities']
57,21529577,2017,BMW,X5,4D Sport Utility,SDrive35i,"['AM/FM Stereo', 'Power Locks', 'Automatic Transmission', 'Power Seat(s)', 'Rear Air Conditioning', 'Front Seat Heaters', 'ABS Brakes', 'Driver Assistance Package', 'Memory Seat(s)', 'Power Hatch/Deck Lid', 'Auxiliary Audio Input', 'Alloy Wheels', 'Rear View Camera', 'M Sport Package', 'Side Airbags', 'Leatherette Seats', 'Blind Spot Monitor', 'Power Mirrors', 'Navigation System', 'Overhead Airbags', 'Satellite Radio Ready', 'Smart Key', 'Lane Departure Warning', 'Panoramic Sunroof', 'Run Flat Tires', 'Premium Package', 'Turbo Charged Engine', 'Cruise Control', 'Parking Sensors', 'Bluetooth Technology', 'Traction Control', 'CD Audio', 'Rear Defroster', 'Air Conditioning', 'Power Windows', 'SiriusXM Trial Available', 'Sunroof(s)']",Black,Mid-size,"['Crossovers', 'Luxury Vehicles', 'Sport Utilities']"
58,21164767,2018,Nissan,Altima,4D Sedan,S,"['Power Locks', 'Power Windows', 'Rear Defroster', 'Power Mirrors', 'Cloth Seats', 'Side Airbags', 'Automatic Transmission', 'Overhead Airbags', 'Smart Key', 'Remote Start', 'Bluetooth Technology', 'Traction Control', 'ABS Brakes', 'Air Conditioning', 'CD Audio', 'Auxiliary Audio Input', 'AM/FM Stereo', 'Rear View Camera', 'Power Seat(s)', 'Cruise Control']",White,Mid-size,['Sedans']
59,21242024,2018,Toyota,Camry,4D Sedan,XLE,"['Rear Defroster', 'Power Locks', 'Overhead Airbags', 'Blind Spot Monitor', 'Rear View Camera', 'Power Windows', 'Air Conditioning', 'Auxiliary Audio Input', 'Alloy Wheels', 'Head Up Display', 'Automatic Transmission', 'Smart Key', 'Lane Departure Warning', 'Convenience Package', 'Traction Control', 'Parking Sensors', 'Bluetooth Technology', 'Side Airbags', 'Front Seat Heaters', 'Panoramic Sunroof', 'Automated Cruise Control', 'Power Seat(s)', 'Navigation System', 'Power Mirrors', 'Leather Seats', 'Entune', 'AM/FM Stereo', 'Satellite Radio Ready', 'Driver Assistance Package', 'ABS Brakes', 'SiriusXM Trial Available', 'Premium Sound', 'Sunroof(s)']",Black,Mid-size,['Sedans']
60,21339332,2019,Nissan,Versa,4D Sedan,SV,"['Rear Spoiler', 'Bluetooth Technology', 'AM/FM Stereo', 'Overhead Airbags', 'Traction Control', 'Auxiliary Audio Input', 'Cloth Seats', 'Power Windows', 'Automatic Transmission', 'Side Airbags', 'Air Conditioning', 'Power Mirrors', 'Cruise Control', 'Power Locks', 'ABS Brakes', 'Rear View Camera', 'Rear Defroster']",Gray,Compact,['Sedans']
61,20973266,2017,Lexus,GS 350,4D Sedan,F-Sport,"['Power Windows', 'Power Locks', 'Power Seat(s)', 'Air Conditioning', 'Auxiliary Audio Input', 'Power Mirrors', 'Smart Key', 'Blind Spot Monitor', 'Navigation System', 'Memory Seat(s)', 'Automated Cruise Control', 'Sunroof(s)', 'AM/FM Stereo', 'Automatic Transmission', 'Front Seat Heaters', 'Lane Departure Warning', 'Alloy Wheels', 'Satellite Radio Ready', 'Leather Seats', 'Parking Sensors', 'Side Airbags', 'ABS Brakes', 'Power Hatch/Deck Lid', 'CD Audio', 'Rear Sunshade', 'Rear Spoiler', 'A/C Seat(s)', 'Overhead Airbags', 'Heated Steering Wheel', 'Bluetooth Technology', 'Rear View Camera', 'Traction Control', 'Rear Defroster', 'SiriusXM Trial Available', 'Premium Sound']",White,Mid-size,"['Luxury Vehicles', 'Sedans']"
62,21622727,2019,Mazda,Mazda3,4D Sedan,Preferred,"['Power Locks', 'Power Windows', 'AM/FM Stereo', 'Front Seat Heaters', 'Automatic Transmission', 'Auxiliary Audio Input', 'Alloy Wheels', 'Memory Seat(s)', 'Power Seat(s)', 'Smart Key', 'Lane Departure Warning', 'Air Conditioning', 'Blind Spot Monitor', 'Rear View Camera', 'Side Airbags', 'Overhead Airbags', 'Leatherette Seats', 'Apple CarPlay', 'Traction Control', 'Bluetooth Technology', 'Rear Defroster', 'Android Auto', 'Automated Cruise Control', 'ABS Brakes', 'Power Mirrors', 'SiriusXM Trial Available']",Red,Compact,['Sedans']
63,21514163,2019,Lexus,IS 300,4D Sedan,,"['Power Windows', 'Auxiliary Audio Input', 'AM/FM Stereo', 'ABS Brakes', 'Leatherette Seats', 'Alloy Wheels', 'Sunroof(s)', 'Turbo Charged Engine', 'Air Conditioning', 'Side Airbags', 'Rear View Camera', 'Traction Control', 'Blind Spot Monitor', 'Overhead Airbags', 'Bluetooth Technology', 'Lane Departure Warning', 'Power Locks', 'Automated Cruise Control', 'Power Mirrors', 'Rear Defroster', 'Automatic Transmission', 'Smart Key', 'SiriusXM Trial Available']",Silver,Mid-size,"['Luxury Vehicles', 'Sedans']"
64,21371888,2018,Toyota,RAV4,4D Sport Utility,XLE,"['Power Windows', 'Auxiliary Audio Input', 'Power Locks', 'AM/FM Stereo', 'Automated Cruise Control', 'Traction Control', 'Full Roof Rack', 'Overhead Airbags', 'Bluetooth Technology', 'Alloy Wheels', 'Satellite Radio Ready', 'Rear View Camera', 'Side Airbags', 'ABS Brakes', 'Power Hatch/Deck Lid', 'Entune', 'Lane Departure Warning', 'Cloth Seats', 'Parking Sensors', 'Sunroof(s)', 'Power Mirrors', 'CD Audio', 'Automatic Transmission', 'Smart Key', 'Blind Spot Monitor', 'Navigation System', 'Air Conditioning', 'Rear Defroster', 'SiriusXM Trial Available']",Black,Compact,"['Crossovers', 'Sport Utilities']"
65,21514166,2018,BMW,X2,4D Sport Utility,XDrive28i,"['Power Locks', 'Power Windows', 'CD Audio', 'ABS Brakes', 'Auxiliary Audio Input', 'Rear Defroster', 'Navigation System', 'Satellite Radio Ready', 'Leatherette Seats', 'Power Mirrors', 'Premium Package', 'Convenience Package', 'Run Flat Tires', 'Side Airbags', 'Smart Key', 'Power Seat(s)', 'Air Conditioning', 'Overhead Airbags', 'AM/FM Stereo', 'Parking Sensors', 'Memory Seat(s)', 'Front Seat Heaters', 'Turbo Charged Engine', 'Power Hatch/Deck Lid', '4WD/AWD', 'Rear View Camera', 'Alloy Wheels', 'Traction Control', 'Bluetooth Technology', 'Cruise Control', 'Panoramic Sunroof', 'Automatic Transmission', 'SiriusXM Trial Available', 'Automated Parking', 'Sunroof(s)']",Black,Compact,"['Crossovers', 'Luxury Vehicles', 'Sedans', 'Sport Utilities']"
66,20857889,2020,Nissan,Murano,4D Sport Utility,SL,"['Auxiliary Audio Input', 'Power Locks', 'AM/FM Stereo', 'Automatic Transmission', 'Panoramic Sunroof', 'Memory Seat(s)', 'ABS Brakes', 'Power Seat(s)', 'Automated Cruise Control', 'Blind Spot Monitor', '4WD/AWD', 'Power Mirrors', 'Parking Sensors', 'Alloy Wheels', 'Overhead Airbags', 'Side Airbags', 'Bluetooth Technology', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Apple CarPlay', 'Traction Control', 'Rear View Camera', 'Lane Departure Warning', 'Satellite Radio Ready', 'Remote Start', 'Air Conditioning', 'Power Windows', 'Smart Key', 'Android Auto', 'Rear Defroster', '20 Inch Plus Wheels', 'Rear Seat Heaters', 'Navigation System', 'SiriusXM Trial Available', 'Premium Sound', 'Sunroof(s)']",Gray,Mid-size,"['Crossovers', 'Sport Utilities', 'Wagons']"
67,21371327,2020,Kia,Soul,4D Wagon,GT-Line,"['AM/FM Stereo', 'Power Windows', 'Power Locks', 'Cruise Control', 'Auxiliary Audio Input', 'Rear Defroster', 'Air Conditioning', 'ABS Brakes', 'Power Mirrors', 'Cloth Seats', 'Bluetooth Technology', 'Side Airbags', 'Apple CarPlay', 'Traction Control', 'Overhead Airbags', 'Android Auto', 'Alloy Wheels', 'Blind Spot Monitor', 'Lane Departure Warning', 'Sunroof(s)', 'Automatic Transmission', 'Rear View Camera']",Red,Compact,"['Sport Utilities', 'Wagons']"
68,20994465,2020,Volkswagen,Atlas,4D Sport Utility,SE,"['Rear Defroster', 'Power Locks', 'Auxiliary Audio Input', 'Power Mirrors', 'Automatic Transmission', 'Rear Air Conditioning', 'Front Seat Heaters', 'Power Seat(s)', 'Side Airbags', 'Blind Spot Monitor', 'Apple CarPlay', 'Air Conditioning', 'Cruise Control', 'Turbo Charged Engine', 'Parking Sensors', 'Satellite Radio Ready', 'Overhead Airbags', 'AM/FM Stereo', 'Traction Control', 'Power Windows', 'Bluetooth Technology', 'Rear View Camera', 'ABS Brakes', 'Alloy Wheels', 'Third Row Seat', 'Leatherette Seats', 'Fold-Away Third Row', 'Smart Key', 'SiriusXM Trial Available']",Black,Mid-size,"['Crossovers', 'Luxury Vehicles', 'Sport Utilities']"
